소속지회,경로당명,우편번호,주소,비고
수성구지회,범물1동,42241,수성구 범안로 16길 46,
수성구지회,범물서한화성,42210,수성구 지범로 40길 11,
수성구지회,범물동서,42242,수성구 범안로 40,
수성구지회,우방미진하이츠,42248,수성구 지범로 290,
수성구지회,보성송정타운,42245,수성구 지범로 46길 43,
수성구지회,범물맨션,42209,수성구 용학로 272,
수성구지회,범물신화맨션,42209,수성구 지범로 40길 6,
수성구지회,범물청아맨션,42242,수성구 범안로 40,
수성구지회,범물두성타운,42248,수성구 지범로 300,
수성구지회,범물삼주타운,42244,수성구 범안로 8길 35,
수성구지회,범물2동,42246,수성구 지범로 48길 14-1,
수성구지회,범물에덴,42209,수성구 지범로 40길 6,
수성구지회,범물보성맨션,42198,수성구 용학로 316,
수성구지회,범물영남타운,42198,수성구 용학로 316,
수성구지회,범물보성타운,42199,수성구 지범로 39길 56,
수성구지회,범물하이츠,42191,수성구 용학로 336,
수성구지회,지산2동,42216,수성구 용학로 33길 17-16,
수성구지회,지산현대맨션,42214,수성구 지범로 22길 20,
수성구지회,지산에덴,42214,수성구 용학로 223,
수성구지회,지산화성맨션,42206,수성구 용학로 32길 65,
수성구지회,지산시영2단지,42215,수성구 지산로 51,
수성구지회,호반송학,42221,수성구 용학로 46길 40,
수성구지회,지산우방타운,42207,수성구 지산로 32,
수성구지회,지산녹원맨션,42183,수성구 무학로 189,
수성구지회,지산동서맨션,42194,수성구 지산로 51,
수성구지회,수동,42193,수성구 지범로 31안길 3-14,
수성구지회,지산시영4단지,42192,수성구 용학로 313,
수성구지회,지산시영3단지,42197,수성구 용학로 303,
수성구지회,지산1동지산,42189,수성구 지산로 11길 6-19,
수성구지회,지산보성맨션,42195,수성구 지범로 21길 3,
수성구지회,지산대우로얄하이츠,42218,수성구 용학로 36길 20,
수성구지회,지산무학,42177,대구광역시 수성구 청수로38길 53-11 (지산동),
수성구지회,지산협화맨션,4221,수성구 지범로 22길 23,
수성구지회,지산한라타운,42208,수성구 지범로 22길 9,
수성구지회,지산영남맨션,42206,수성구 지산로 31,
수성구지회,지산시영5단지,42192,"대구광역시 수성구 용학로 325 용학로325 (지산동, 지산5단지아파트)",
수성구지회,새마을,42186,수성구 무학로 31길 23,
수성구지회,지산동서무학,42190,수성구 지산로 14길 83,
수성구지회,지산목련,42220,수성구 청호로 340,
수성구지회,지산청산맨션,42194,수성구 지범로 21길 15,
수성구지회,지산청구타운,42195,수성구 지산로 48,
수성구지회,대우트럼프월드수성,42171,수성구 동대구로 59,
수성구지회,수성sk리더스뷰,42170,수성구 동대구로 95,
수성구지회,두산,42173,수성구 들안로 8길 68-5,
수성구지회,두산동제1,42187,수성구 지범로 21-11,
수성구지회,동신실리안,42223,"대구광역시 수성구 파동로 209 (파동, 실리안)",
수성구지회,파동태왕리더스,42228,수성구 파동로 105,
수성구지회,파동화성파크뷰,42237,수성구 파동로 19,
수성구지회,수성못코오롱하늘채,42225,수성구 파동로 222,
수성구지회,대자연2차,42235,수성구 파동로 84,
수성구지회,대자연1차,42232,수성구 파동로 120,
수성구지회,송원맨션,42223,수성구 파동로 223,
수성구지회,파동청구하이츠,42238,수성구 파동로 12길 40,
수성구지회,파동제2,42236,"대구광역시 수성구 파동로18길 56 (파동, 제림가든빌라)",
수성구지회,파동제1,42230,수성구 파동로 38길 45-13,
수성구지회,덕화,42168,수성구 들안로 9길 56,
수성구지회,상동제2,42165,수성구 수성로 15길 42-6,
수성구지회,정화우방팔레스,42157,수성구 수성로 135,
수성구지회,상동한들,42161,수성구 수성로 32길 99,
수성구지회,상동청구타운,42165,수성구 수성로 19-41,
수성구지회,서울중동,42152,수성구 신천동로 216,
수성구지회,상동동일하이빌,42166,수성구 수성로 71,
수성구지회,상동공원,42162,수성구 수성구 들안로13길 118,
수성구지회,중동광명,42156,수성구 수성로 165,
수성구지회,중부리,42150,수성구 수성구 희망로 114-1,
수성구지회,중동상록수,42151,수성구 들안로 29길 26-18,
수성구지회,중동제1,42152,수성구 수성로 39안길 5,
수성구지회,캐슬골드5단지,42178,"대구광역시 수성구 청수로 214 (황금동, 캐슬골드파크5단지)",
수성구지회,황금2동제2,42143,수성구 들안로 40안길 7-20,
수성구지회,황금2동제1,42145,수성구 희망로 36길 32,
수성구지회,황금미진,42141,수성구 청솔로 12길 40,
수성구지회,황금종합복지관,42112,수성구 청수로 45길 41,
수성구지회,캐슬골드4단지,42114,수성구 청수로 261,
수성구지회,캐슬골드3단지,42113,수성구 청수로 257,
수성구지회,캐슬골드1단지,42112,수성구 청수로 213,
수성구지회,우방신천지타운,42171,수성구 청호로46길 16,
수성구지회,수성태영데시앙,42016,수성구 들안로 360,
수성구지회,미수,42001,수성구 들안로81길 29,
수성구지회,유성푸르나임,42122,수성구 수성로 75길 16,
수성구지회,수성대백인터빌,42122,수성구 수성로 69길 14,
수성구지회,참마음,42132,수성구 수성로 60길 45-1,
수성구지회,한마음,42138,수성구 들안로 52길 35-1,
수성구지회,범어삼환나우빌,42017,수성구 범어천로 197,
수성구지회,수성영남타워,42128,수성구 달구벌대로 456길 43,
수성구지회,수성우방팔레스,42006,수성구 수성로 400,
수성구지회,수성화성쌍용,42003,수성구 수성로 41,
수성구지회,신천,42003,수성구 신천동로 88길 1-15,
수성구지회,수성1가그린타운,42122,수성구 달구벌대로 458길17,
수성구지회,수성삼우1차,42121,수성구 달구벌대로 456-9,
수성구지회,수성서한이다음,42126,수성구 수성로 69길 15,
수성구지회,우방사랑마을,42006,수성구 달구벌대로2317,
수성구지회,열린,42125,수성구 수성로 70길 11-1,
수성구지회,태왕하이츠리버뷰,42129,수성구 달구벌대로 454길 9,
수성구지회,우방오성타운,42129,수성구 신천동로 380,
수성구지회,수성4가,42017,수성구 범어천로 151,
수성구지회,한가람타운,42130,수성구 수성구명덕로 368,
수성구지회,신세계타운,42130,수성구 신천동로 320,
수성구지회,수성4가롯데캐슬,42006,수성구 달구벌대로 2315,
수성구지회,수성코오롱하늘채,42119,수성구 들안로 300,
수성구지회,수성3가롯데캐슬,42119,수성구 명덕로 455,
수성구지회,수성룸바드,42123,수성구 들안로 325,
수성구지회,수성1가제1,42136,수성구 수성로 53길 50-4,
수성구지회,수성동양엘레브,42128,수성구 명덕로 73길 40,
수성구지회,수성보성타운,42004,수성구 수성로 412,
수성구지회,만촌지장,42060,수성구 무열로 65-1,
수성구지회,만촌2동,42058,수성구 동원로 6길 50-13,
수성구지회,만촌태왕리더스,42060,수성구 무열로 47,
수성구지회,만촌우방하이츠,42039,수성구 화랑로 26,
수성구지회,만촌3우방1차,40659,수성구 교학로 11길 46,
수성구지회,만촌화성파크스위트,42064,수성구 화랑로 34길 141,
수성구지회,만촌보성타운,42032,수성구 수성구 공경로 70-0,
수성구지회,만촌1동제1,42035,수성구 만촌로 24길 37-20,
수성구지회,메트로팔레스3단지,42041,수성구 동원로 110,
수성구지회,메트로팔레스1단지,42046,수성구 동원로 135,
수성구지회,메트로팔레스2단지,42040,수성구 동원로 123,
수성구지회,럭키골든맨션,42063,수성구 효행로 24길,
수성구지회,샘골,42046,수성구 공경로 2길21,
수성구지회,메트로팔레스5단지,42038,수성구 동원로 100,
수성구지회,느지,42063,수성구 화랑로 40길 46,
수성구지회,만촌3동제1,42068,수성구 달구벌대로 526길 6,
수성구지회,만촌e편한세상,42078,수성구 달구벌대로 522길33,
수성구지회,두리봉,42069,수성구 달구벌대로 530길 92,
수성구지회,각계,42075,수성구 달구벌대로 530길 146,
수성구지회,만촌산장맨션,42076,수성구 교학로 111,
수성구지회,만촌우방팔레스,42071,수성구 청수로 551,
수성구지회,범어1동제1,42100,수성구 동대구로 54길 7,
수성구지회,범어2동제2,42021,수성구 동대구로 80길 73-3,
수성구지회,범어궁전,42099,수성구 동대구로 274,
수성구지회,레미안수성,42011,수성구 상록로 69,
수성구지회,청구성조,42011,수성구 국채보상로 846,
수성구지회,범어우방유쉘,42013,수성구 동대구로 345,
수성구지회,범어장원맨션,42082,수성구 청호로 370,
수성구지회,범어서한두레맨션,42105,수성구 달구벌대로 496길 72,
수성구지회,범어청구하이츠,42083,수성구 청호로84안길 2,
수성구지회,범어유신,42081,수성구 청호로 88안길 29-3,
수성구지회,범어쌍용예가,42116,수성구 명덕로 477,
수성구지회,범어유림노르웨이,42101,수성구 동대구로 50길 37,
수성구지회,범어2동제1,42023,수성구 동원로 11길 14,
수성구지회,범어목련,42082,수성구 청호로 340,
수성구지회,범어3동제1,42015,수성구 들안로 78길 46,
수성구지회,두산위비더제니스,42028,수성구 달구벌대로 2435,
수성구지회,범어아진,42109,수성구 동대구로 38-80,
수성구지회,범어태왕아너스,42014,수성구 상록로 41,
수성구지회,범어월드메르디앙,42015,수성구 범어천로 200,
수성구지회,태왕유성하이빌,42101,수성구 동대구로 250,
수성구지회,범우우방2차,42104,수성구 동대구로 48길 33,
수성구지회,범어청구푸른마을,42102,수성구 동대구로 240,
수성구지회,범어화성파크드림,42018,수성구 범어천로 180,
수성구지회,범어4동제1,42092,수성구 청호로 85길 46,
수성구지회,범어우방1차,42103,수성구 동대구로 230,
수성구지회,범어가든3차,42107,수성구 청호로 365,
수성구지회,범어sk뷰,42094,수성구 범어로 73,
수성구지회,범어1동제2,42139,수성구 청솔로 16길 13-3,
북구지회,노본,41407,북구 노본길 12,
북구지회,칠곡7주공아파트,41417,북구 학남로 60,
북구지회,청아람아파트,41415,북구 학정로110-29,
북구지회,한라하우젠트,41417,북구 학남로 10,
북구지회,학수,41416,북구 학남로 35,
북구지회,학정,41405,북구 학정로109길 16,
북구지회,도남2동,41405,북구 도남길 148-15,
북구지회,도남1동,41408,북구 도남길 264,
북구지회,동호,41407,북구 동호길 72-13,
북구지회,남문고을,41418,북구 구리로34길 57,
북구지회,현대아파트,41435,북구 대천로7길 26,
북구지회,그린빌6단지,41420,북구 학정동로 10,
북구지회,그린빌5단지,41420,북구 학남로 100,
북구지회,그린빌1단지,41418,북구 구리로 250,
북구지회,부영1단지,41420,북구 학정동로7,
북구지회,국우,41408,북구 도남길 48,
북구지회,동천,41430,북구 팔거천동로26길19-8,
북구지회,네스빌아파트,41421,북구 동천동155,
북구지회,우방하이츠,41421,북구 구리로 26,
북구지회,영남네오빌아트,41426,북구 동천로 97,
북구지회,화성센트럴파크,41430,북구 대천로 100,
북구지회,부영e-그린아파트,41426,북구 동천로24길12,
북구지회,동화골든빌,41421,북구 동천로 156,
북구지회,화성3차,41427,북구 대천로 101,
북구지회,화성2차아파트,41431,북구 동천로 6,
북구지회,영남2차,41431,북구 팔거천동로24길 40,
북구지회,보성2차,41431,북구 팔거천동로104,
북구지회,들말,41430,북구 대천로18길 8,
북구지회,신락,41440,북구 관음중앙로25길25,
북구지회,SD아이프라임아파트,41403,북구 칠곡중앙대로125길 7,
북구지회,e-편한세상아파트,41402,북구 칠곡중앙대로 598,
북구지회,산호한양아파트,41435,북구 대천로7길 40,
북구지회,한서아파트,41401,북구 동암로7길39,
북구지회,우방2차아파트,41403,북구 중앙대로115길 24,
북구지회,보성3차아파트,41401,북구 칠곡중앙대로126길 7-12,
북구지회,한양코스모스아파트,41437,북구 구암로21길 66,
북구지회,보성아파트,41437,북구 구암로21길 26,
북구지회,공작한양아파트,41437,북구 구암로 21길 38,
북구지회,제일맨션,41438,북구 칠곡중앙대로 454,
북구지회,럭키아파트,41435,북구 팔거천로 181,
북구지회,현대아파트,41435,북구 대천로7길 26,
북구지회,목화아파트,41436,북구 대천로9길15,
북구지회,목련아파트,41438,북구 구암로15길 38,
북구지회,말산,41439,북구 관음중앙로29길 5-18,
북구지회,읍내2동,41434,북구 칠곡중앙대로526,
북구지회,대동,41436,북구 대천로9길 7,
북구지회,중앙,41433,북구 칠곡중앙대로114길 10,
북구지회,교동,41401,북구 칠곡중아대로126길 21-6,
북구지회,시호정,41401,북구 동암로7길 83 1층,
북구지회,죽림부인,41401,북구 동암로7길 83,
북구지회,청암타운,41442,북구 관음동로 128,
북구지회,동화훼미리,41443,북구 칠곡중앙대로95길 11,
북구지회,동화타운,41443,북구 칠곡중앙대로95길 12,
북구지회,서한맨션,41447,북구 관음중앙로 6,
북구지회,수정한양아파트,41446,북구 구암로 17,
북구지회,한신아파트,41446,북구 관음로 50,
북구지회,한라타운,41445,북구 칠곡중앙대로91길 58,
북구지회,관음,41444,북구 관음동로17길 25,
북구지회,함지,41432,북구 구암로39길6-12,
북구지회,부영7단지,41429,북구 구암로49길 24,
북구지회,부영6단지,41429,북구 구암로49길 24,
북구지회,부영5단지,41429,북구 대천로 132,
북구지회,부영3단지,41428,북구 구암서로7,
북구지회,화성그랜드파크,41425,북구 구암로65길9,
북구지회,건영아파트,41464,북구 구암로32길,
북구지회,그린빌4단지,41428,북구 구암서로 22,
북구지회,그린빌3단지,41425,북구 구암서로 41,
북구지회,그린빌2단지,41424,북구 구암서로 70,
북구지회,신구암,41465,북구 태암로18길12,
북구지회,서한3차아파트,41463,북구 구암로32길 14,
북구지회,한라2차아파트,41464,북구 구암로170,
북구지회,동서영남아파트,41614,북구 구암로180,
북구지회,구명,41473,북구 학정로42길 28,
북구지회,구암제2,41473,북구 구암로42길 14,
북구지회,청구아파트,41464,북구 학정로271,
북구지회,구암제1,41472,북구 구암로54길 5,
북구지회,동서아파트,41463,북구 구암로32길 22,
북구지회,미래아파트,41462,북구 팔거천동로 52,
북구지회,금빛아파트,41463,북구 팔거천동로 70,
북구지회,남영네오하이츠,41467,북구 칠곡중앙대로 46길 12,
북구지회,샛별,41461,북구 팔거천서로 25-36,
북구지회,태복,41468,북구 학정로 11-14,
북구지회,휴먼시아1단지,41470,북구 매전로73,
북구지회,두성3차아파트,41455,북구 태전로13길 22,
북구지회,에덴아파트,41460,북구 구암로22길 14,
북구지회,강북화성파크드림,41462,북구 칠곡중앙대로312,
북구지회,우방3차아파트,41484,북구 학정로 126,
북구지회,우방미진아파트,41466,북구 칠곡중앙대로52길 46,
북구지회,태전2동,41469,북구 학정로111-18,
북구지회,중석아파트,41468,북구 학정로7길 3,
북구지회,두성파크아파트,41469,북구 학정로13길 16,
북구지회,삼성아파트,41467,북구 칠곡중앙대로 52길 20,
북구지회,현대아파트,41460,북구 구암로16길 7,
북구지회,전원아파트,41467,북구 칠곡중앙대로46길 25,
북구지회,새마을,41460,북구 태암로5길 16,
북구지회,한신중앙아파트,41450,북구 영송로 85,
북구지회,한라아파트,41456,북구 태전로7길13,
북구지회,롯데아파트,41450,북구 구암로12,
북구지회,2차화성파크드림와이드,41456,북구 태전로3길24,
북구지회,수평,41544,북구 태전로13길42,
북구지회,은마아파트,41456,북구 태전로51,
북구지회,한일아파트,41458,북구 칠곡중앙대로5길32,
북구지회,금정,41452,북구 칠곡중앙대로69길,
북구지회,두성1차아파트,41456,북구 태천로7길10-17,
북구지회,관음타운,41450,북구 영송로63,
북구지회,우방아파트,41459,북구 매천로220,
북구지회,두전,41451,북구 칠곡중앙대로77길 5-3,
북구지회,협화아파트,41459,북구 칠곡중앙대로51길6,
북구지회,대백2차아파트,41450,북구 관음로18,
북구지회,대백1차아파트,41450,북구 관음로24,
북구지회,태전1동,41456,북구 태전로7길10-24,
북구지회,천년나무5단지,41493,북구 내곡로69,
북구지회,천년나무8단지,41492,북구 내곡로15,
북구지회,브라운스톤강북,41492,북구 내곡로89,
북구지회,노곡제3,41481,북구 노곡로23-2,
북구지회,노곡제2,41482,북구 부엉길28-4,
북구지회,노곡제1,41481,북구 노곡로23-2,
북구지회,천년나무1단지,41492,북구 한강로55,
북구지회,문주,41491,북구 문주길11,
북구지회,화성파크드림,41582,북구 매전로17,
북구지회,휴먼시아2단지,41470,북구 매전로73,
북구지회,삼우그린아파트,41483,북구 매천로8길35,
북구지회,청구장미아파트,41483,북구 칠곡중앙대로45,
북구지회,매천,41485,북구 매천로17길17,
북구지회,매남,41485,북구 매천로37길43,
북구지회,두산위브2001,41489,북구 매천로2길19,
북구지회,대백인터빌아파트,41482,북구 작원길25,
북구지회,작원,41482,북구 작원길2,
북구지회,팔달,41490,북구 장태실길33,
북구지회,동화타운,41556,북구 오봉로39,
북구지회,공단,41498,북구 3공단14길18-7,
북구지회,노원3가2동,41495,북구 노원로23길16-1,
북구지회,노원3가1동,41557,북구 팔달로27길124,
북구지회,보성타운,41558,북구 오봉로3길47,
북구지회,"노원1,2가동",41556,북구 노원로16길88,
북구지회,노원1가동,41589,북구 원대로25길19,
북구지회,조야동,41478,북구 조야로49,
북구지회,연경동,41409,북구 도덕길175,
북구지회,유선수촌2단지,41414,북구 동변로24길14,
북구지회,유선수촌1단지,41414,북구 동변로50,
북구지회,동서변그린빌,41414,북구 동변로55,
북구지회,동변동 부인,41412,북구 동변로24길14,
북구지회,동변동 남자,41412,북구 동변로24길14,
북구지회,고촌,41480,북구 고촌길157-3,
북구지회,월드메르디앙,41476,북구 서변로26,
북구지회,리벤빌아파트,41475,북구 서변로106,
북구지회,청아람아파트,41474,북구 호국로57길20,
북구지회,이곡,41410,북구 이곡길115,
북구지회,영남네오빌블루,41475,북구 서변로120,
북구지회,동서리치모아,41475,북구 서변로88,
북구지회,화성리버파크2단지,41476,북구 서변로50,
북구지회,화성리버파트1단지,41475,북구 서변로72,
북구지회,서변,41477,북구 환성정길17-1,
북구지회,유성청구 여,41514,북구 검단로 115,
북구지회,유성청구 남,41514,북구 검단로 115,
북구지회,대현LH3단지,41575,북구 대현남로6길 20,
북구지회,민들레아파트,41511,북구 검단로255,
북구지회,검단동 부인,41511,북구 검단동로4길13-50,
북구지회,검단동,41511,북구 검단동로4길13-50,
북구지회,휴먼시아2단지,41573,북구 대현남로25,
북구지회,e-편한세상아파트,41573,북구 대현로10길82,
북구지회,뜨란채아파트,41574,북구 대현남로28,
북구지회,대현3동,41571,북구 신천동로668-7,
북구지회,감밭,41570,북구 대현남로8길5,
북구지회,대현2동,41572,북구 신천동로146길9,
북구지회,신화맨션,41570,북구 경대로5길 25,
북구지회,대현1동 제2,41567,북구 대현로서15길50-7,
북구지회,대현1동,41569,북구 대현로17길7,
북구지회,영진,41529,북구 복현로3-6,
북구지회,푸르지오아파트,41531,북구 동북로345,
북구지회,명문세가아파트,41527,북구 복현로71,
북구지회,고최골,41522,북구 복현로20길 65-6,
북구지회,소라아파트,41522,북구 복현로104-11,
북구지회,태왕아너스,41525,북구 복현로105,
북구지회,화성타운,41523,북구 복현로173,
북구지회,건영아파트,41524,북구 검단로24,
북구지회,서한2차아파트,41521,북구 공항로15길8,
북구지회,우방아파트,41528,북구 공항로84,
북구지회,현대아파트,41525,북구 복현로115,
북구지회,한라아파트,41525,북구 공항로5길 6,
북구지회,봉우,41527,북구 복현로37,
북구지회,동서성화아파트,41522,북구 복현로114-18,
북구지회,대백아파트,41524,북구 복현로 137,
북구지회,청구아파트,41524,북구 검단로34,
북구지회,보성아파트(복현),41523,북구 검단로64,
북구지회,큰마을,41522,북구 공항로15길15-24,
북구지회,장미아파트,41525,북구 공항로31,
북구지회,서한아파트,41523,북구 검단로50,
북구지회,광명아파트,41530,북구 동북로65길13,
북구지회,동진아파트,41562,북구 동북로50길10,
북구지회,들샘,41563,북구 경진로4길25-1,
북구지회,복현1동,41565,북구 경대로23길25-5,
북구지회,수도산,41534,북구 연암공원로149,
북구지회,청구아파트,41543,북구 체육관로4길2,
북구지회,장수,41543,북구 체육관로10길22-1,
북구지회,연암,41534,북구 연암공원로32길64-3,
북구지회,버드나무골,41536,북구 대동로10길 9,
북구지회,수산,41535,북구 산격로 106-4,
북구지회,산격3동,41544,북구 산격로30,
북구지회,양우내안애아파트,41519,북구 동북로131,
북구지회,문화,41520,북구 동북로37길9-17,
북구지회,백세,41519,북구 동북로149-3,
북구지회,대불,41520,북구 대불로11-1,
북구지회,거평아파트,41506,북구 유통단지로3길7,
북구지회,대우아파트,41519,북구 동북로163,
북구지회,수정아파트,41517,북구 대불로5길16,
북구지회,신기,41517,북구 대불서길53-9,
북구지회,산격2동,41502,북구 호국로21-26,
북구지회,에덴아파트,41517,북구 동북로37길58-17,
북구지회,금오아파트,41539,북구 연암로25길11,
북구지회,매잠,41533,북구 연암로36길 8-1,
북구지회,제3,41532,북구 연암로33길 12-1,
북구지회,복지회관,41532,북구 연암로183,
북구지회,산격1동,41540,북구 연암로86,
북구지회,서당골,41537,북구 연암공원로 60,
북구지회,쌍용예가,41550,북구 성북로9길12,
북구지회,침산매트로,41590,북구 침산남로90,
북구지회,태왕리더스,41590,북구 침산남로80,
북구지회,푸르지오3차,41592,북구 침산남로130,
북구지회,명성푸르지오,41559,북구 침산로 153,
북구지회,침산3동제2,41549,북구 침산로48길10,
북구지회,동아무지개2차,41592,북구 침산로21길 10,
북구지회,동아무지개1차,41591,북구 침산로21길24,
북구지회,우국,41591,북구 옥산로17길50,
북구지회,침산3동,41560,북구 성북로5길30,
북구지회,청구2차아파트,41559,북구 침산남로19길8,
북구지회,선학아파트,41559,북구 성북로50,
북구지회,동서타운,41591,북구 침산남로 116,
북구지회,현대아파트,41559,북구 침산로163,
북구지회,청구아파트,41559,북구 침산남로 19길 9,
북구지회,일심,41559,북구 성북로8,
북구지회,쌍용아파트,41591,북구 침산로21길 36,
북구지회,한우아파트,41577,북구 중앙대로118길33,
북구지회,삼정그린코아,41578,북구 중아대로570,
북구지회,코오롱하늘채2단지,41584,북구 중앙대로591,
북구지회,코오롱하늘채1단지,41584,북구 침산로22길 31,
북구지회,롯데캐슬오페라,41584,북구 침산남로160,
북구지회,한라스카이빌,41584,북구 침산로22길5,
북구지회,건영하이츠,41560,북구 침산로158,
북구지회,화성2차아파트,41561,북구 침산남로37길24,
북구지회,화성1차아파트,41561,북구 침산남로37길5,
북구지회,옥산남자,41577,북구 칠성시장로25길15,
북구지회,옥산부인,41577,북구 침산남로44길7-3,
북구지회,옥석타운,41560,북구 침산남로31길11,
북구지회,침산2동,41560,북구 침산로32길 20-10,
북구지회,남영,41545,북구 침산남로7길167,
북구지회,진목,41500,북구 노원로37길1-4,
북구지회,침산동화타운,41552,북구 침산남로7길50-21,
북구지회,백사벌,41545,북구 노원로 48길 10 B/103,
북구지회,오봉,41546,북구 오봉로22-45,
북구지회,침산1동,41551,북구 침산남로서9길 6-4,
북구지회,오페라코오롱하늘,41579,북구 중앙대로540,
북구지회,칠성휴먼시아,41587,북구 칠성남로101,
북구지회,삼성시장,41583,북구 칠성시장로 42,
