소속지회,경로당명,우편번호,주소,비고
북구지회,열린,41586,북구 칠성로25-12,
북구지회,푸르지오1차,41593,북구 옥산로103,
북구지회,칠성우방맨션,41586,북구 중앙대로105길22,
북구지회,성광우방,41586,북구 호암로20,
북구지회,삼성아파트,41586,북구 호암로 40,
북구지회,북성,41588,북구 칠성남로20길22-2,
북구지회,칠성,41580,북구 칠성남로29길 11,
북구지회,칠성2가2동,41578,북구 공평로 179-6,
북구지회,칠성1가동,41582,북구 칠성시장로1길 60-3,
북구지회,장수,41594,북구 칠성남로 41-8,
북구지회,고성아파트,41596,북구 고성북로 3,
북구지회,"고성2,3가",41596,북구 고성북로 35-13,
남구지회,대현,42499,남구 앞산순환로63길 74-5,
남구지회,대명11동,42496,남구 대명역6길 48,
남구지회,개나리맨션,42474,남구 두류공원로5길 42-8,
남구지회,명성,42481,남구 대명로 117,
남구지회,파크맨션,42475,남구 대명복개로 230,
남구지회,대명10동,42476,남구 도촌길 150,
남구지회,청록타운,42453,남구 큰골길 198,
남구지회,대명9동,42488,남구 큰골길 53,
남구지회,코스모스,42483,남구 대명로 10길 6,
남구지회,뉴코스모스,42483,남구 대명로 42,
남구지회,곡내,42483,남구 대명서7길 106,
남구지회,대복,42484,남구 대명로20길 28,
남구지회,대우,42492,남구 안지랑로7길 14-3,
남구지회,기로회,42449,남구 대명로49길 77,
남구지회,명오당,42449,남구 대명로58길 11,
남구지회,대명4동,42458,남구 대경5길 101-2,
남구지회,일심,42459,남구 성명공원길 49,
남구지회,대덕,42413,남구 삼각지5길 17,
남구지회,명동,42407,남구 성당로48길 68,
남구지회,대명3동,42400,남구 명덕로10길 27-1,
남구지회,영선,42424,남구 중앙대로50길 40,
남구지회,대명8동,42424,남구 영선시장1길 85-1,
남구지회,명덕,42410,남구 명덕로38길 51,
남구지회,동아대덕,42464,남구 현충서길 29,
남구지회,앵두마을,42468,남구 두류공원로12길 17-25,
남구지회,정우,42467,남구 현충로25길 71,
남구지회,무궁화,42465,남구 현충로23길 23,
남구지회,대명1동,42470,남구 장전2길 5,
남구지회,태성맨션,42505,남구 효서2길 7,
남구지회,상신,42515,남구 효성3길 20,
남구지회,보성아파트,42508,남구 삼정2길 99,
남구지회,대덕2차,42509,남구 앞산순환로 655,
남구지회,대덕효도정,42509,남구 앞산순환로 657,
남구지회,미리내,42509,남구 효성로 15,
남구지회,목련,42445,남구 봉덕로6길 35-22,
남구지회,봉삼,42508,남구 삼정4길 89,
남구지회,래미안웰리,42513,남구 효성중앙길 82,
남구지회,앞산힐스테,42511,남구 대덕로 166,
남구지회,고산골,42503,남구 용두길 89-1,
남구지회,효성아파트,42514,남구 효성중앙길 37,
남구지회,신협,42403,남구 앞산순환로 728,
남구지회,남부,42442,남구 이천로10길 50,
남구지회,봉덕2동,42511,남구 대덕로38길 46-1,
남구지회,효성백년가약,42440,남구 봉덕로 135,
남구지회,강변코오롱,42443,남구 봉덕로 134,
남구지회,동심,42438,남구 이천로 64-1,
남구지회,봉명,42426,남구 중앙대로34길 75,
남구지회,봉덕1동,42437,남구 희망로3길 11-2,
남구지회,이천뜨란채,42435,남구 대봉로26길 37,
남구지회,월드메르,42427,남구 이천로19길 68,
남구지회,대성유니드,42437,남구 희망로5길 12,
남구지회,주공2단지,42435,남구 희망로 55,
남구지회,주공1단지,42434,남구 명덕로68길 77,
남구지회,강변타운,42434,남구 명덕로68길 19,
남구지회,대동,42433,남구 대봉로36길 17,
남구지회,화수,42431,남구 이천로28길 42-43,
남구지회,상아,42422,남구 명덕로 236,
남구지회,이천1동,42423,남구 이천로 143-6,
서구지회,금류아파트,41728,서구 서구 원대로13길2,
서구지회,원대3가제2,41716,서구 서구 팔달로46길4-2,
서구지회,원대3가제1,41729,서구 서구 고성로21길6,
서구지회,원대1.2가제2,41733,서구 서구 달서천로86길6-10,
서구지회,원대1.2가제1,41732,서구 서구 달서천로405-3,
서구지회,롯데캐슬,41760,서구 서구 국채보상로34길12,
서구지회,중리상록,41836,서구 서구 국채보상로36길16-2,
서구지회,중리일송,41846,서구 서구 당산로53길110-4,
서구지회,중리시영1차,41838,서구 서구 당산로324,
서구지회,진달래2차,41836,서구 서구 국채보상로38길22,
서구지회,중리,41843,서구 서구 와룡로70길66,
서구지회,두견화,41839,서구 서구 국채보상로36길42,
서구지회,꽃동네,41838,서구 서구 평리로221,
서구지회,중리시영2차,41836,서구 서구 국채보상로38길32,
서구지회,이현,41757,서구 서구 북비산로104-8,
서구지회,상리2동,41750,서구 서구 가르뱅이로63-24,
서구지회,상리1동,41751,서구 서구 새방로27길4,
서구지회,새동네,41749,서구 서구 북비산로31길11-28,
서구지회,복지,41761,서구 서구 문화로39길21,
서구지회,평리6동,41760,서구 서구 당산로86길5-8,
서구지회,광명,41761,서구 서구 문화로37길6,
서구지회,평리푸르지오,41827,서구 서구 국채보상로50길20,
서구지회,평리청구,41840,서구 서구 서대구로77,
서구지회,평리장수,41840,서구 서구 평리로73길11-15,
서구지회,평광,41830,서구 서구 국채보상로50길42-37,
서구지회,청수,41826,서구 서구 국채보상로52길27-35,
서구지회,만수,41832,서구 서구 평리로57길15,
서구지회,서안,41737,서구 서구 북비산로229-4,
서구지회,평안,41771,서구 서구 서대구로42길47-15,
서구지회,새마을,41774,서구 서구 서대구로36길5-16,
서구지회,평리,41771,서구 서구 서대구로42길67-1,
서구지회,평리롯데캐슬,41814,서구 서구 국채보상로316,
서구지회,평원,41819,서구 서구 국채보상로66길38-8,
서구지회,서부,41833,서구 서구 국채보상로36-6,
서구지회,평리2동,41819,서구 서구 국채보상로60길35-9,
서구지회,평산,41778,서구 서구 통학로40길37-2,
서구지회,신도,41783,서구 서구 문화로313-14,
서구지회,들마을,41787,서구 서구 통학로30길5-15,
서구지회,비산7동제2,41722,서구 서구 서대구로346-2,
서구지회,성우,41709,서구 서구 서대구로63안길30-22,
서구지회,비산7동제1,41722,서구 서구 달서천로41길12,
서구지회,비산6동제2,41790,서구 서구 달서로27길13-1,
서구지회,비산6동,41780,서구 서구 문화로69길26-16,
서구지회,비산5동제2,41718,서구 서구 달서천로61길2-6,
서구지회,비산5동제1,41715,서구 서구 서대구로68길60-9,
서구지회,비산우방,41816,서구 서구 통학로24길60,
서구지회,일구,41823,서구 서구 평리로85길15,
서구지회,동흔,41809,서구 서구 국채보상로76길34,
서구지회,상록,41808,서구 서구 달서로18길42-3,
서구지회,한신플러스,41816,서구 서구 달서로17길,
서구지회,모범,41801,서구 서구 달서로26길35-8,
서구지회,달성,41802,서구 서구 달성공원로13-14,
서구지회,인동촌,41795,서구 서구 북비산로74-17,
서구지회,비룡,41736,서구 서구북비산로75길2-3,
서구지회,거창,41741,서구 서구북비산로61길43-5,
서구지회,비산1동,41741,서구 서구 통학로52길30,
서구지회,만수정,41742,서구 서구 북비산로61길34,
서구지회,원상,41738,서구 서구 통학로49길30-27,
서구지회,당산,41744,서구 서구 달서로39길24,
서구지회,웰빙,41850,서구 서구 서대구로7길46,
서구지회,동화타운,41855,서구 서구 달구벌대로337길29,
서구지회,코오롱,41848,서구 서구 당산로260,
서구지회,내우,41847,서구 서구 당산로51길28-5,
서구지회,내당4동,41856,서구 서구 서대구로3길43,
서구지회,삼익뉴타운,41848,서구 서구 평리로236,
서구지회,명우,41848,서구 서구 평리로214길,
서구지회,광장타운,41856,서구 서구 달구벌대로1707,
서구지회,삼익맨션,41834,서구 서구서대구로25길,
서구지회,천일,41871,서구 서구 달구벌대로373길2-26,
서구지회,내당,41868,서구 서구 평리로408-13,
서구지회,내당2동,41807,서구 서구 큰장로15길14-20,
서구지회,내당장수,41810,서구 서구 큰장로9길9-3,
서구지회,삼화,41871,서구 서구 달구벌대로373길,
서구지회,홍실2차,46861,서구 서구 통학로39(내당동),
서구지회,황성정,41867,서구 서구 통학로46(내당동),
서구지회,홍실1차,41862,서구 서대구로8길49(내당동),
서구지회,시영내당,41859,서구 서대구로8길15(내당동),
서구지회,내서,46861,서구 달구벌대로361길35-29(내당동),
동구지회,태정,41007,동구 팔공산로 1166,
동구지회,옥정,41012,동구 내동로67,
동구지회,진인2동,41015,동구 인산로67,
동구지회,팔공보성3차A,41002,동구 파계로71,
동구지회,태왕그린힐즈A,41005,동구 파계로46,
동구지회,화성명산A,41002,동구 파계로22길 7,
동구지회,왕산우방A,41005,동구 파계로6길 30,
동구지회,팔공보성1차A,41005,동구 팔공로 489,
동구지회,팔공보성2차A,41005,동구 팔공로101길 55,
동구지회,지묘2,41002,동구 파계로 19길 11,
동구지회,지묘1동,41002,동구 파계로 16길 29,
동구지회,중대2동,41001,동구 파계로 558-4,
동구지회,중대1동,41001,동구 파계로116길 39,
동구지회,신용2,41001,동구 파계로120길 63,
동구지회,송정1동,41000,동구 팔공산로 375,
동구지회,송정2동(당정),41000,동구 팔공산로 23길 76,
동구지회,덕곡,41000,동구 서촌로 23길 37-1,
동구지회,신용1,41001,동구 용진길 143,
동구지회,능성,41016,동구 지경길 21,
동구지회,도학2동(도장),41007,동구 도장길 69-6,
동구지회,구암,41013,동구 구암길 48,
동구지회,진인1동(진정),41008,동구 갓바위로 12길 35,
동구지회,용수,41006,동구 용천로 282,
동구지회,신무,41006,동구 용천로 399,
동구지회,백안,41009,동구 팔공로 207길 47,
동구지회,미대,41011,동구 팔공로 817,
동구지회,미곡,41010,동구 용천로 38-7,
동구지회,도학1동,41007,동구 팔공산로 1467,
동구지회,내동,41012,동구 내동로 6길 77-15,
동구지회,안심역우방아이유쉘,41092,동구 금강로 21길 10,
동구지회,신서혁신LH이노힐즈,41071,동구 메디밸리로35,
동구지회,신서행복주택천년나무10단지,41072,동구 메디밸리로18,
동구지회,성지아파트,41073,동구 반야월북로 155,
동구지회,혁신LH천년나무13.14단지,41070,동구 초례로 66,
동구지회,대구혁신LH천년나무6단지,41066,동구 과학로23,
동구지회,혁신LH천년나무3단지,41063,동구 각산동1043번지,
동구지회,신서화성파크드림,41074,동구 반야월북로221,
동구지회,신서퀸덤아파트,41075,동구 신서로 72,
동구지회,각산푸르지오2단지,41073,동구 경안로 822,
동구지회,각산태영데시앙,41127,동구 반야월북로 123,
동구지회,내곡,41060,동구 노실길 142,
동구지회,신일해피트리,41084,동구 반야월로 370,
동구지회,롯데캐슬레전드,41083,동구 안심로73길 22,
동구지회,상록아이투빌,41086,동구 동호로47,
동구지회,중부,41077,동구 동내로6,
동구지회,금강,41095,동구 금강로 235,
동구지회,숙천,41060,동구 숙천로 2길 13-5,
동구지회,송정,41092,동구 안심로 90길 17-1,
동구지회,영조아름다운나날2단지A,41090,동구 동호로 88,
동구지회,영조아름다운나날3단지A,41089,동구 동호로 132,
동구지회,영조아름다운나날1단지A,41088,동구 안심로 402,
동구지회,신서그린빌,41075,동구 반야월북로 251,
동구지회,동화해오름타운A,41087,"동구 동호로 89, 204호",
동구지회,대경넥스빌A,41087,동구 안심로 400,
동구지회,신서청구A,41075,동구 반야월북로55길 19,
동구지회,녹원맨션,41075,동구 반야월북로 269,
동구지회,금강진우금탑A,41073,동구 반야월북로 175,
동구지회,안심효성A,41126,동구 대구시 동구 경안로 809,
동구지회,서호할머니,41113,동구 안심로43길 20,
동구지회,서호1,41113,동구 안심로41길 50-10,
동구지회,서호제2,41117,동구 안심로51길 14,
동구지회,동호,41111,동구 반야월로 220-1,
동구지회,용호,41166,동구 화랑로93길 23-1,
동구지회,율암,41125,동구 반야월북로12길 32,
동구지회,용계타운A,41129,동구 반야월로6길 20,
동구지회,강변동서마을A,41149,동구 화랑로100길 17,
동구지회,용계2,41149,동구 화랑로108길 19,
동구지회,용계1,41124,동구 용계로3길 16,
동구지회,백자맨션A,41166,동구 동촌로 346,
동구지회,매여,41058,동구 매여로8길 41,
동구지회,율하우방아이유쉘,41151,동구 금호강변로3길 22,
동구지회,세계육상선수촌2단지,41106,동구 안심로 16길71,
동구지회,세계육상선수촌1단지,41107,동구 율하서로 85(안심1동),
동구지회,율하휴먼시아12단지,41105,동구 금호강변로 315,
동구지회,율하휴먼시아9단지,41104,동구 안심로22길 76,
동구지회,율하휴먼시아11단지,41104,동구 율하동로 19,
동구지회,율하휴먼시아10단지,41103,동구 율하동로 8길 16,
동구지회,율하휴먼시아15단지,41151,동구 금호강변로 3길 9,
동구지회,SM안아주A,41098,동구 안심로 16길 29,
동구지회,휴먼시아7단지A,41099,동구 안심로 22길 55,
동구지회,율하휴먼시아6단지A,41098,동구 안심로 16길 45,
동구지회,율하휴먼시아5단지A,41097,동구 율하서로 59,
동구지회,율하안심주공4단지,41099,동구 율하동로 73,
동구지회,율하뜨란채,41099,동구 율하동로 67,
동구지회,율하(안심1동),41119,동구 반야월로 22길 20-2,
동구지회,안심화성A,41116,동구 율하동로 20길 20,
동구지회,천일맨션,41115,동구 율하동로 24길 14,
동구지회,신기,41114,동구 반야월로 28길 49-3,
동구지회,모란3차A,41115,동구 율하동로 20길 31,
동구지회,모란2차A,41116,동구 율하동로 20길 30,
동구지회,모란1차A,41116,동구 율하동로 20길 40,
동구지회,보성동원타운,41115,동구 안심로 41길 21,
동구지회,신덕,41123,동구 신덕로 5길 50,
동구지회,신평,41132,동구 신평로 16길 57-13,
동구지회,월천,41056,동구 부동길 45,
동구지회,부동,41056,동구 부동길 183,
동구지회,명당,41055,동구 옻골로 38,
동구지회,대암(둔산),41054,동구 둔산로 328,
동구지회,상동,41055,동구 옻골로 20길 31,
동구지회,둔산,41057,동구 둔산로 51길 140,
동구지회,방촌제5,41135,동구 방촌로 1길 138-6,
동구지회,방촌제3,41136,동구 방촌로 1길 102,
동구지회,방촌제2,41057,동구 둔산로 45길 12-1,
동구지회,동명,41164,동구 동촌로 58길 20,
동구지회,무궁화A,41160,동구 동촌로 222,
동구지회,방촌청구타운,41160,동구 화랑로 73길 36,
동구지회,영남네오빌1차,41159,동구 동촌로 190,
동구지회,방촌현대A,41165,동구 화랑로 91길 7,
동구지회,영남네오빌2차A,41161,동구 동촌로 42길 63,
동구지회,우방강촌2차,41148,동구 화랑로 80길 9,
동구지회,방촌우방맨션A,41163,동구 화랑로 407,
동구지회,보성강남A,41148,동구 화랑로 88길 30,
동구지회,방촌제1,41160,동구 동촌로 46길 40,
동구지회,우방강촌마을1차 A,41147,동구 화랑로 80길 8,
동구지회,강변2차A,41164,동구 동촌로 56길 36,
동구지회,강변1차A,41163,동구 동촌로 54길 13,
동구지회,입석제2,41139,동구 입석로3길 14-1,
동구지회,금사리하이빌,41158,동구 해동로 254,
동구지회,문화A,41155,동구 동촌로 14길 14,
동구지회,검사제2,41138,동구 방촌로 1길 19,
동구지회,검사제1,41155,동구 해동로 178,
동구지회,동촌화성타운A,41154,동구 동촌로 6길 3,
동구지회,입석동,41142,동구 동촌로 1길 26,
동구지회,제림햇빛촌A,41049,동구 공항로 52길 28,
동구지회,부민스위트빌,41043,동구 해동로 2길 37,
동구지회,지저팔공A,41050,동구 해동로 54,
동구지회,지저,41043,동구 해동로 2길 34,
동구지회,공항,41046,동구 공항로 51길 12-4,
동구지회,강산A,41045,동구 해동로 5길 23,
동구지회,이시아폴리스더샾4차,41024,동구 팔공로 53길 40,
동구지회,이시아폴리스더샾3차,41025,동구 팔공로 51길 10,
동구지회,이시아폴리스더샾2차,41022,동구 팔공로 274,
동구지회,이시아폴리스더샾1차,41023,동구 팔공로53길 10,
동구지회,봉무,41019,동구 팔공로 333-12,
동구지회,에덴공항2차A,41029,동구 팔공로 33길 10,
동구지회,제림빌리지A,41042,동구 해동로 6길 37,
동구지회,불로강변타운A,41041,동구 방천로 3길 30,
동구지회,해서,41030,동구 팔공로34길 1-2,
동구지회,에덴공항A,41034,동구 팔공로 29길 10,
동구지회,불로제1,41041,동구 방천로 2길 6,
동구지회,불로우방A,41041,동구 대구시 동구 공항로 150,
동구지회,불로,41038,동구 팔공로 23길 15,
동구지회,봉무청구새들,41020,동구 팔공로 322-5,
동구지회,향산,41017,동구 도평로 51길 10,
동구지회,에덴공항3차A,41036,동구 팔공로 26길 49,
동구지회,도동제2,41036,동구 팔공로 26길 46,
동구지회,도동제1(도평동제1),41032,동구 도평로 121,
동구지회,평광,41018,동구 도평로 116길 18-3,
동구지회,태왕메트로시티A,41231,동구 동북로 500,
동구지회,소목골,41234,동구 효신로 8길 48,
동구지회,효목제일,41238,동구 화랑로 19길 97,
동구지회,새마을,41241,동구 화랑로 27길 24,
동구지회,강나루타운A,41170,동구 효동로 108,
동구지회,진로이스트타운 1차,41168,동구 아양로 218,
동구지회,효일(효목1),41170,동구 효동로 114-1,
동구지회,효목,41176,동구 화랑로 41길 14,
동구지회,회관,41173,동구 아양로50길 50-1,
동구지회,코스모스A,41247,동구 화랑로 11길 26,
동구지회,신천4동 제2,41248,동구 동부로 32길 47-11,
동구지회,신천화성파크,41259,동구 송라로10길 34,
동구지회,신천청아람,41257,동구 송라로 14길 132,
동구지회,동양상가A,41261,동구 장등로 12,
동구지회,동대구삼환나우빌,41227,동구 동부로 81,
동구지회,신천3동 제1,41254,동구 송라로 12길 5-1,
동구지회,신천3동 제2,41259,동구 송라로 28-5,
동구지회,신천3동 제3,41226,동구 송라로 16길 38-3,
동구지회,신천휴먼시아6단지,41265,동구 송라로11길 39,
동구지회,신천휴먼시아5단지,41265,동구 동부로 26,
동구지회,신천동서맨션,41267,동구 국채보상로155길8(신천동),
동구지회,신천주공그린빌3단지,41266,"동구 동부로 20,",
동구지회,신천,41269,동구 송라로 7길 10,
동구지회,신천LH(신천1주공A),41263,동구 동부로 1,
동구지회,송라,41263,동구 동부로3길 38,
동구지회,신천2주공A,41266,동구 국채보상로 155길 54,
동구지회,우방푸른타운,41267,동구 국채보상로 159길41,
동구지회,신일,41268,동구 국채보상로 165길 3-1,
동구지회,동신우방A,41266,동구 송라로 11길 86,
동구지회,청기와A,41186,동구 아양로 49길 20,전임회장 사임으로 인하여 회장임기기간:2020년2월20일~2024년2월19일까지
동구지회,동서1차(할머니),41185,동구 아양로 39길 16,
동구지회,신암5동,41184,동구 동북로 83길 25-2,
동구지회,동서2차A,41185,동구 아양로 39길 20,
동구지회,동서1차A(할아버지),41185,동구 아양로 39길 16,
동구지회,금호정,41182,동구 아양로 49길 77,
동구지회,진로이스트타운2차,41220,동구 동북로 460,
동구지회,에스디아이프라임A,41225,동구 아양로 24길 13,
동구지회,성동,41224,동구 아양로34길 18-3,
동구지회,신암보성1차A,41193,동구 큰고개로 23,
동구지회,금오,41193,동구 아양로11길 65,
동구지회,경로회관,41189,동구 아양로 27길 29-13,
동구지회,신암건영캐스빌,41214,동구 신암남로 50,
동구지회,신암3,41207,동구 아양로 8길 10-1,
동구지회,신천자이,41203,동구 신암로 16길 25,
동구지회,신암청아람,41201,동구 신암로 20길 39,
동구지회,신천가람타운A,41204,동구 신암로 16길 33,
동구지회,신암그린타운A,41204,동구 신성로30,
동구지회,신암2,41202,동구 신성로 113-3,
동구지회,강남A,41201,동구 신성로 60,
동구지회,신암1동뜨란채A,41197,동구 아양로7길 12,
동구지회,평화,41198,동구 아양로65-76,
동구지회,안평,41196,동구 평화로 20-20,
동구지회,새터,41190,동구 경대로 72,
동구지회,신암제일(제1),41194,동구 아양로 11길 36-5,
동구지회,신암1,41190,동구 신암북로 7길 37,
중구지회,대봉태왕아너스,41954,"대구광역시 중구 동덕로 55 (대봉동, 대봉태왕아너스)",
중구지회,대신자이,41929,"대구광역시 중구 달구벌대로 1955 (대신동, 대신센트럴자이)",
중구지회,효성해링턴플레이스,41961,중구 중앙대로 66길20(남산동),
중구지회,화성파크드림,41956,중구 명덕로 55길25(대봉동),
중구지회,건들바위,41962,중구 명륜로26안길 19(대봉동),
중구지회,대봉2동,41955,중구 대봉로43안길 30-169(대봉동),
중구지회,센트로팰리스,41950,중구 대봉로260,
중구지회,대봉1동,41951,중구 달구벌대로 440길27(대봉1동),
중구지회,청운,41954,"중구 동덕로339대봉동,청운아파트내)",
중구지회,남산휴먼시아2단지,41974,중구 달구벌대로 1960(남산동),
중구지회,남산휴먼시아1단지,41974,중구 달구벌대로 1970(남산동),
중구지회,남산그린타운,41974,중구 달구벌대로1950(남산동),
중구지회,보성황실,41978,중구 남산로13길17(남산동),
중구지회,까치아파트,41977,중구 남산로7길 80(남산동),
중구지회,남산복지관,41977,중구 남산로7길80(남산동),
중구지회,남산4동,41976,중구 남산로3안길 11(남산동),
중구지회,극동스타클래스남산,41971,"중구 남산로30,104-1101(남산동)",
중구지회,보성송림,41970,중구 남산로4길 91(남산동),
중구지회,남산3동,41972,중구 남산로6안길 27-57(남산동),
중구지회,반월당삼정그린코아,41967,"대구광역시 중구 중앙대로67길 10 (남산동, 반월당삼정그린코아아파트)",
중구지회,대남,41965,중구 명륜로6길5(남산동),
중구지회,남산2동,41964,중구 달구벌대로 2016-11(남산동),
중구지회,남문,41968,중구 2.28길 10-16(남산동),
중구지회,남산1동,41963,중구 중앙대로 62길 30-3(남산동),
중구지회,태왕아너스,41927,중구 달구벌대로 1975(대신동),
중구지회,일신,41925,중구 국채보상로 93길 31-1(대신동),
중구지회,대신서문,41927,중구 큰장로24안길 31-6(대신동),
중구지회,서성동,41921,중구 서성로15길 27-1,
중구지회,달성동,41922,중구 달성로21길44-13(달성동),
중구지회,신성미소시티,41933,중구 달구벌대로2051(계산동2가),
중구지회,동산동,41931,중구 달구벌대로 401길 20-17,
중구지회,북성동,41919,중구 서성로 14길 51-18(북내동),
중구지회,남성동,41933,중구 약령길 33-10(계산동2가),
중구지회,봉산뜨란채,41958,중구 봉산문화길 69(봉산동),
중구지회,77태평,41903,"중구 태평로205, 77태평아파트",
중구지회,동성동,41910,중구 교동길 79-6(교동),
중구지회,라이프태평아파트,41903,중구 태평로177(태평로1가),
중구지회,봉산동,41958,중구 봉산문화길 1-4(봉산동),
중구지회,삼덕청아람,41945,중구 달구벌대로 447길77,
중구지회,삼덕1.2가,41940,중구 공평로4길25(삼덕동2가),
중구지회,삼덕3가,41948,중구 달구벌대로 443길 44-40(삼덕동3가),
중구지회,동인삼정그린,41945,중구 동덕로30길 53,
중구지회,동인3가,41906,중구 동덕로 38길85(동인동3가),
중구지회,동인시티,41911,"중구 국채보상로 131길55(동인동1가,동인시티타운)",
중구지회,동인4가,41946,중구 국채보상로 142길 33-41(동인동4가),
중구지회,동인1.2가,41908,중구 국채보상로679-13,
