Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,Learner 6,Learner 7,Learner 8,Learner 9,Learner 10,counter
0.0427330935373218,0.040476719168518,0.0281192106039399,0.0092936478000761,0.0306818760687654,0.032109816205617,0.0405134979213289,0.0285290559341921,0.0319424513890962,0.026829935213593,0
0.0116426886684789,0.0045019798549924,0.0063065813549546,0.0021840367608807,0.0116081602804775,0.001558203372284,0.0031544484951115,8.403027843884026e-05,0.0051108407890118,0.0111175516042985,1
-0.0001285049190928,0.0073176740746131,0.0110789880882684,0.0084857092211951,0.0050114771935657,0.004591991135333,-0.0024351614270871,0.0110477244001843,0.0016809294776436,0.0052378875038952,2
0.0059906926710365,0.0012245296064724,0.0023370974588555,-0.0016150573426918,-0.0001006713564105,0.0049360900403653,-0.0001115194838455,0.0066828857286685,0.0058383382033155,-0.0021833099580564,4
0.0052608065110615,0.0067280146465727,0.0014059089196323,0.0006550371985537,0.0040377145093821,-0.0010716928838435,0.0006597747951082,-2.3797498651045856e-05,0.0041740839436283,-0.0026479036784647,5
-0.0021536140258069,0.0032195000633868,0.0026234940614502,0.0023017591708771,0.0056037752956542,-0.0002872275493463,0.0006055483371964,-0.0004679899541707,0.0012790951797098,0.0043244173040165,5
0.0007267114704931,0.0021441784875823,0.0008605602051688,-6.629886082996084e-05,0.0028656974502863,0.0025280858949374,0.0021457501033919,0.0006974503921281,0.0026958672573478,0.0007728709045214,3
0.0034644361945116,-0.0010788807313408,0.0045150301510347,0.0022871768117585,0.0005966691883292,-0.0024488435417589,0.0032207805223308,0.0015175254282695,-0.0005254322831347,0.0011156027765259,6
0.0018489183740126,-0.0003905772396666,0.0,0.0022079860531677,0.0039452135247088,0.0004134103098882,0.0001732070601323,0.0027177735462194,0.0001676940497991,0.0012645085296345,5
0.0034784421617704,-0.001951710257665,-0.0005935065252866,0.0057808177356182,0.0038245545605965,0.0024077179235507,-0.0039396334456184,0.0003034358201174,0.0023447851753008,0.0004720751312459,5
0.0008273450587082,0.0023134033850432,0.0021732085608696,-0.0001835887928223,0.0016016687368628,0.0012030340313393,-0.0002031009238144,0.0007052106094666,0.0010483183799447,0.0005300750304678,5
0.0003213135421473,0.0005576235222273,0.0005907788448331,0.0008827054894975,-0.0005968414242812,0.001273337467652,0.0026120335475613,-6.397989850890352e-05,0.0019725504919101,0.0021414704548863,3
-0.0002861745232673,0.0009617153253074,-0.0001970901829041,0.0006606407753201,0.0007193191165034,0.0002144081124253,0.0008573815672567,0.0024723653521909,0.0013795328947404,0.0019490210503344,10
-0.0007054248782199,0.0025551720107806,-0.0013111610590195,0.0013469478114833,0.0023872840335951,-0.0002821925948798,0.0004167388743339,-0.0047099003480521,0.0028274760844109,0.0039526131357049,5
-0.0004982107877266,0.0008785744899167,-0.0002686759832038,0.0016457455246259,0.0004019052047851,0.0021390533181295,0.0018580870566018,-0.0003595805291972,-0.0006599202948855,0.0012336940657053,7
0.0016827560974187,0.0004997983567977,-0.0001305480726094,0.0033407110389733,0.0005705817672968,0.0006130004553826,-4.306857151816779e-05,-0.0004059825259499,0.0002885525064858,-0.0001743595492494,7
-9.409957290842374e-05,0.0008199378507627,0.0015618825586062,0.0002694587893459,-0.0014188848470188,0.0019395555054209,0.0012821372283764,-0.0003272157396304,0.0025296760474045,-0.0004214649125451,6
0.0001851771883745,0.0014468805410038,-0.0012738684001993,0.0002390241055711,8.052021760944772e-05,-0.0003691842626981,-0.0001537682641201,0.0011987515298398,0.0021386006072041,0.0013734022591004,7
0.0008344385213954,0.0019438447248731,-8.597619191141881e-05,0.0003149028284102,0.0013445465281659,-4.515596877283645e-05,-6.763011848278654e-05,-0.0008048704712626,0.0003473454579578,0.0007669553776638,7
3.307071952762808e-05,0.000895035201834,0.000787362041769,0.0007337399301801,0.0002129448014793,0.0006786907423589,-9.133993945702468e-05,-0.0004747812981428,0.0002319751013492,0.0007144107075544,6
0.0013528614795542,-0.0011987255864611,0.0002745613212904,-0.0014725340779073,-0.0001324551754006,-0.0007844829862025,0.0030679076922,-0.0006884297200085,0.0022574078015237,0.0009053681528267,6
0.0004669845221676,-0.0002018448326683,0.0003878085747712,-4.93146645260234e-05,0.001739031770707,-4.787904513527952e-05,-0.0007586871745095,9.542672346902758e-05,0.0007706220739643,6.138773119330753e-05,7
0.0005878734846288,-0.0002069427504719,-0.0005310190641814,0.0004532483879241,-0.0001151339689655,0.0003314435101801,0.0001189253661079,0.0006218129362006,0.0007615817560319,0.0004131417889629,8
0.000617760968233,0.0002077883689883,0.0002493231870199,-0.0003119654622381,0.0003459221160753,-1.6718630403511624e-05,0.0002952300073854,-0.0001929744303777,0.0006060492923097,0.0005016885374494,8
0.0001188395701458,-6.933036657597036e-05,6.542292276581207e-05,0.0009541448116236,0.0001176494000781,-0.000286752186325,2.750998267275761e-06,0.0007815989118175,0.0001966056607024,0.00027443673266,7
0.0006676702010838,-0.0002715008732862,0.0004360057784659,-0.0009844344677021,0.0001415914505412,0.0022594663088743,-0.0001291058047743,5.279923339291947e-05,1.840065539275848e-05,-0.000387849349747,7
0.0009222582638661,-0.0001576390983933,-0.0002906634779995,0.0002824621616454,3.269564597951913e-07,-1.309561455695718e-05,4.709491612402417e-05,0.0004438391663164,0.000333749185849,0.0002286286972906,9
-5.910738462031606e-05,-8.593922913702202e-06,0.0001021129945875,0.0003656502699591,-0.0008762744280172,0.0001540376187613,0.0002945850340235,3.905325052262487e-05,0.0002614188328963,0.0013659517572942,9
0.0003030858643533,-8.78262986575562e-05,0.000294588782999,0.0001719069996576,-0.0001389315504401,0.0003686335398201,0.0006858982701554,-7.180502113337539e-05,0.000232596925801,-0.0004782673042356,7
0.0004688178506365,-0.0001584790746284,-1.1591725931303643e-05,0.0003782623576255,-0.000289501489819,0.0002414251350489,0.0002347201210737,0.0005928385239147,0.0003444128621775,-0.0005321004856488,8
-0.0004433560140058,0.0,-4.509991991974438e-06,0.0005387807136294,0.0004770707805093,0.0002562336471586,4.879905374506332e-05,5.574718523084776e-05,0.0005221445335163,-0.0002421024194983,9
7.730782275863212e-05,0.0003584314418797,0.0003120813726278,0.0003541334420968,-0.0002545273538893,-0.0003812528452898,0.0003051923100665,-0.0002625527569896,-0.0001373699970855,0.000822815168332,8
0.0006309192714171,5.715434221473803e-05,0.0004212467682215,0.000352309253929,3.2242076717148293e-06,-0.0005867147970629,0.0002680219356689,-0.0006573650418799,0.0006374229279661,-8.27666600906607e-06,8
0.0013286414134033,-0.000129761115569,0.0003253532666186,-0.001668083849582,0.0004523874480771,0.0016894211876848,-3.134154155386426e-05,-0.0004928155484586,-0.0004960268812038,9.495123253955295e-05,7
-0.0002871467341443,0.0004165037052813,0.0001750948742779,0.0004926814009298,-1.1501543909009371e-05,-0.0001546629930093,0.0001348534151148,0.0003304858446351,-0.0001818849028769,-0.0002704829918029,9
1.0832394415771774e-05,8.864104649042304e-06,0.0002630903131545,-4.337942247794047e-05,-9.662666448528869e-06,0.0,6.147015979653946e-05,-8.797334045631544e-05,0.0,0.0004019549783786,8
0.0012750535494313,-0.0005898675270152,0.0006291315202607,0.0002466454872899,-0.0005535579225552,4.157320277837773e-05,-0.0008581269673725,0.000348039298485,7.184290681154782e-05,-0.0001094443594197,8
-0.0003014174128183,0.0001375105808274,-0.0005027698175797,0.0001285623973736,0.0004443037908186,0.0001943002997823,1.971880716438168e-05,0.000370573917898,-0.0002593247110765,0.000220467706985,10
7.328557540846603e-05,0.0,0.0,9.10039960392961e-05,5.666871115739269e-05,0.0,0.0,0.0002425615210998,0.0,-6.808700986919991e-05,9
0.0003771072852884,0.0001211493353954,-5.077776488999763e-05,9.386837272742364e-05,-0.0003882850304381,8.613371145389514e-05,0.0,-0.0001577965165742,0.0001571835344575,0.0001172264978307,9
8.541554840937326e-05,0.0,8.016633626102276e-05,0.0002394661970886,-2.3979895127368422e-05,0.0,0.0,0.0001136240641423,-0.0001081541793277,-0.0002373048576048,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0.0003257802094317,8.136249744716828e-05,5.411441870768474e-05,-0.0002155802134878,-0.0001820828756735,0.0,0.0,-0.0001157876257674,-6.8318612989060065e-09,4.256465778924578e-05,8
1.8590348241676045e-05,0.0,-5.861147547676637e-05,0.0,-7.329531447752835e-06,0.0,0.0,0.0,0.0,2.697932472419673e-05,9
6.529335622929012e-06,0.0,6.380260368177293e-05,4.622506627336431e-05,3.8128155667771504e-05,0.0,1.5590099194917605e-05,0.0,-0.0002059617025089,-0.0001695508890478,8
0.000147766935086,0.0,-2.2721896804767107e-05,0.0,-0.0002071035583151,-0.0001718522985722,0.0,9.264042264851556e-05,-0.0003510920074037,1.1609590606709298e-05,9
-7.780535546619838e-06,0.0002150838615631,-0.0005606498372583,0.001229595873877,-0.000589452328584,-7.766673059184104e-05,-0.0003394728520396,-3.547449472529607e-05,6.208943239394138e-06,-0.0003831245630466,9
0.000360828415941,-0.0003156959218485,-0.0002531456831911,-0.0006646077606095,-5.8236764489461024e-05,0.000655410804073,-6.744338063473521e-05,0.0003767836892887,-8.103977445061972e-06,-0.000638066368937,8
-4.960841929420034e-05,6.138683285974444e-05,0.0001061526716436,8.404813552951307e-05,-0.0008003260189547,-0.0002142510375617,0.0001047904974385,-9.88499165464063e-06,-0.0004463287177251,0.0003135348713793,9
0.0003203112221831,3.548550060663569e-05,7.70117586475827e-05,0.0006036869776393,-0.0003472564129934,-0.0006003153515762,-0.0001565173591186,-0.0007628741464631,0.0001696979233263,-0.0002020486545251,8
5.855758909543152e-05,-9.051467835090588e-05,4.269998442345546e-05,-0.0004049465021349,-0.0002412035951177,-0.0001794167648325,0.0,-0.0002304202373125,3.930582719569032e-06,-4.724178854336181e-05,8
-0.0003021666896905,-0.001301895416863,-0.0010229334158672,-8.280964491271802e-05,-0.0015483008992444,0.0018049667736043,-0.0009103079806105,8.867920245876348e-05,0.0013093305434703,0.0004875092116557,9
-0.0001491215738046,0.0001334606809071,0.0004421911076228,-0.001384231991124,-0.0004923057267562,-0.0001939935737187,-0.0004786434219337,0.0009748531946827,8.816720575317571e-05,-0.0011263988960085,9
-0.0015560011566646,-4.776761580560507e-05,-0.0008348624814646,8.622514355212107e-05,-0.0007251467943789,-0.0010314366626767,-0.0005714688997191,-0.0008367529060565,0.0010233900099257,0.0010405131046931,10
